,单价,地址,小区,年份,总价,户型,朝向,标题,楼层,面积
141,13394,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城左岸,2016年建,146.0,3室2厅,南北向,光谷东碧桂园左岸精装三房低于市场五万诚心出售看房方便,高层（共32层）,109.0
142,16327,光谷东-珊瑚北路与九峰二路交汇处(新能源研究院北侧),北大资源山水年华,2017年建,160.0,3室2厅,南北向,高新大道山水年华地铁口毛坯三房户型华为基地未来科技城!!,高层（共33层）,98.0
143,20000,"金融港-东湖新技术开发区光谷大道71号,金融港内",佛奥俊贤雅居,2014年建,130.0,2室2厅,南北向,上新!佛奥俊贤雅居 精装两房 低价诚心出售 DI铁口+金融港+,低层（共18层）,65.0
144,18269,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2020年建,190.0,3室2厅,南北向,和昌光谷未来城 金融港旁 交通便利 配套齐全 买房送家电,中层（共30层）,104.0
145,10407,民族大道-东湖经济开发区光谷创业街特1号(庙山管委会旁,光谷未来阳光海岸,2005年建,230.0,5室2厅,南北向,360°湖景 白菜价 对汤逊湖x校 阳光海岸 挑高电梯复式5房 满五年,中层（共17层）,221.0
146,24384,金融港-光谷大道106,当代国际花园三期,2014年建,99.0,1室0厅,南向,当代未来域精装40.6平小户型99万出售!,高层（共34层）,40.6
147,11880,民族大道-洪山区高新技术开发区南湖路(民院路立交桥附近,南波湾高尚小区,2014年建,139.0,3室2厅,南北向,南波湾 大三房 全小区超低价随时看房首付高的优先,中层（共6层）,117.0
148,19707,金融港-光谷大道106号,当代国际花园,2008年建,175.0,2室2厅,南北向,业主去加拿大急售精装大两房+首付67万送28万家具家私+均价2万啊,中层（共11层）,88.8
149,14336,民族大道-民族大道水蓝路(锦绣龙城旁),光谷自由城,2015年建,105.0,2室1厅,南向,业主缺钱贱卖此房诚售只卖三天先到先得立减20万随时看房,中层（共32层）,73.24
150,22903,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,213.0,2室2厅,南北向,旁 难得出来的抄底价 业主急售 有钥匙 欢迎随时看房,中层（共5层）,93.0
151,23077,关山-东湖新技术开发区关山大道399号(金地太阳城,关山春晓,2005年建,360.0,4室2厅,南北向,关山春晓 关山大道上 电梯房 通透大四房 居家保养 诚心出售,高层（共11层）,156.0
152,14935,光谷东-花城大道9号(软件新城公交站旁),亿达云山湖,2017年建,230.0,5室2厅,南北向,复式楼出售 亿达云山湖 地铁口 毛坯房 送两大露台 户型方正,高层（共10层）,154.0
153,20803,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2005年建,285.0,3室2厅,南北向,城花�Z苑旁 坐标城 精装大三房 业主诚心急售 欢迎随时看房,低层（共18层）,137.0
154,14733,光谷东-花城大道9号(软件新城公交站旁),亿达云山湖,2017年建,160.0,3室2厅,南北向,"光谷 毛坯带大花园,有钥匙 小区位置,随时看房",低层（共11层）,108.6
155,24333,光谷-东湖新技术开发区珞瑜东路2号,巴黎豪庭,2008年建,365.0,4室2厅,南北向,"巴黎豪庭小高层,一梯两户南北通透对流大四房,机会错过,不再有",中层（共11层）,150.0
156,11593,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2019年建,131.0,3室2厅,南北向,联投花山郡新房均价1万出头Z后一期预购从速每一期稳拿,高层（共6层）,113.0
157,18396,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,195.0,3室2厅,南北向,"名湖视野�峒训拿�坯满二三房,韵湖公园尽收眼底!看房有钥匙",中层（共32层）,106.0
158,17045,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2016年建,225.0,3室2厅,南北向,中建光谷之星225万3室2厅2卫毛坯带业主诚心出售,中层（共34层）,132.0
159,21341,光谷-东湖新技术开发区雄楚大道908号,金地中心城,2010年建,105.0,1室1厅,南向,雄楚大道上 自住精装一居室 朝南中间楼层 产权清晰,中层（共32层）,49.2
160,15600,民族大道-光谷民族大道888号,锦绣龙城,2012年建,78.0,1室1厅,南北向,锦绣龙城专盘精装一室一厅 满两年 诚心急售 随时看,高层（共11层）,50.0
161,19756,光谷-珞瑜路727号,新都汇,2008年建,243.0,3室2厅,南北向,光谷地铁口 华科地大 新都汇 精装三房两卫 中间楼层 满两年,中层（共32层）,123.0
162,19207,民族大道-民族大道水蓝路(锦绣龙城旁),光谷自由城,2014年建,155.0,3室2厅,南向,"中南财大津发小区旁光谷自由城精装小三房,80+7经典户型拎包入住",中层（共32层）,80.7
163,18868,关山-东湖开发区光谷软件园三路10号,清江山水,2012年建,200.0,4室2厅,南北向,"零公摊!就是4房2卫,赠送14平,正荣紫阙台旁清江山水 诚售",中层（共32层）,106.0
164,17500,光谷-科技新城华光大道特1号,学府佳园,2000年建,210.0,3室2厅,南北向,佳园路地铁口 产证满二 中间楼层 随时看房!!!,中层（共7层）,120.0
165,12252,民族大道-洪山光谷关山水蓝路水蓝郡・左岸附近,锦绣良缘,2002年建,185.0,3室2厅,南北向,锦绣龙城中南财大旁锦绣良缘 一线湖景房 万科物业 房东急售,中层（共6层）,151.0
166,19800,光谷东-驿山南路与神墩一路交汇处,龙湖新壹城,2013年建,99.0,3室2厅,南北向,光谷H+5.4米复式楼1年约8%每年约10万租金冠绝华中,中层（共32层）,50.0
167,15278,光谷东-光谷四路省奥体中心东侧800m(高新四路与光,绿地国际理想城,2017年建,220.0,4室2厅,南北向,"O笋盘O奢华四房,绿地国际理想城,电梯入户,百变毛坯",低层（共30层）,144.0
168,22051,关山-光谷步行街关山大道口,世界城香榭丽舍,2017年建,258.0,3室2厅,南北向,新房直售 香榭丽舍 世界城第六期 光谷核心区域 精装交付,低层（共34层）,117.0
169,29000,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,国采光立方,2018年建,551.0,4室2厅,南北向,"90亿地下商城,国采中心靠山叠拼别墅,直接认购,团购9.8折",高层（共5层）,190.0
170,15692,民族大道-民族大道水蓝路(锦绣龙城旁),光谷自由城,2014年建,102.0,2室1厅,南北向,光谷自由城 精装两房 户型方正 拎包入住,中层（共32层）,65.0
171,17857,金融港-光谷一路与高新六路交汇处(2号线南延长线佛祖,当代国际城,2016年建,200.0,3室2厅,南北向,地铁口十五小东湖高新全套配齐当代国际城看过来,高层（共30层）,112.0
172,15506,民族大道-光谷民族大道888号,锦绣龙城,2014年建,138.0,2室2厅,南向,关山旁繁华地段 锦绣龙城 两室一厅 精装中楼层电梯房 送家电,中层（共34层）,89.0
173,23774,光谷-洪山关山大道与创业街交汇处(关山大道关山街站,保利时代广场,2015年建,252.0,3室2厅,南北向,中创0保利时代0精装大三房婚房装修0南北通透0满二年,中层（共34层）,106.0
174,15341,光谷东-花城大道与梅城路交汇处(花山生态艺术馆旁),万科花山紫悦湾,2018年建,135.0,3室2厅,南北向,万科紫悦湾 豪装三房 中高楼层 视野开阔,中层（共26层）,88.0
175,15109,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2016年建,160.0,3室2厅,南北向,"光谷满庭春,精装三房,满两年无贷款",低层（共11层）,105.9
176,18304,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2016年建,205.0,3室2厅,南北向,天祥尚府 清水毛坯一线湖景房 买房卖房找小孟帮忙 欢迎实地看房,中层（共34层）,112.0
177,18224,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,195.0,3室2厅,南向,名湖豪庭豪装三房 中间楼层家具家电全送 拎包即住省时省心,高层（共33层）,107.0
178,16506,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2017年建,205.0,4室2厅,南北向,"诚售,天祥尚府满二无税,假房罚十万,中间楼层全新装修",中层（共6层）,124.2
179,21714,光谷-光谷一路与荷叶山路交汇处(光谷八小对面),万科嘉园光谷的光,2017年建,152.0,2室2厅,西向,万科嘉园 居家精装 中间楼层 户型方正,高层（共34层）,70.0
180,25284,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,340.0,3室2厅,南北向,A万科城市花园+精装+3室+采光好,中层（共18层）,134.47
181,21333,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2019年建,160.0,2室2厅,南北向,急降18W新上好房沃尔玛旁万科城花景苑经典朝南两房六小实验,中层（共34层）,75.0
182,19620,关山-东湖开发区光谷软件园三路10号,清江山水,2019年建,155.0,3室2厅,南向,急售 清江山水 79+6平精装小三房 首付仅45万中高楼层,中层（共18层）,79.0
183,11795,民族大道-洪山区高新技术开发区南湖路(民院路立交桥附近,南波湾高尚小区,2002年建,138.0,3室2厅,东南向,"三环内,南湖旁精装大三房首付仅需30万",中层（共6层）,117.0
184,22192,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,162.0,2室2厅,南北向,:红郡甩卖经典两居随时看房超低随时签约,低层（共33层）,73.0
185,15736,民族大道-光谷民族大道888号,锦绣龙城,2014年建,203.0,3室2厅,南北向,Zhen实房源!锦绣龙城新上花园洋房 业主置换 送全房家具家电!,中层（共6层）,129.0
186,19367,关山-关山大道589-590号,中建康城,2012年建,120.0,2室1厅,南向,"两证不满两年,看房要提前预约,业主换房诚心卖,可做商铺使用",低层（共16层）,61.96
187,14286,民族大道-光谷民族大道888号,锦绣龙城,2014年建,140.0,3室2厅,南北向,"业主已经看好了别墅,直降10万,正规三房不临街,有钥匙随时看房",中层（共18层）,98.0
188,19841,民族大道-东湖开发区民族大道与天际路交汇处(保利十二橡,当代安普顿小镇,2015年建,250.0,3室2厅,南北向,"真实在售,安普顿小镇,楼层好,视野好,三十万精装修",中层（共32层）,126.0
189,18125,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2016年建,145.0,2室2厅,南北向,"华师汤逊湖XUE校旁天祥尚府,给您一个五猩级的家",低层（共34层）,80.0
190,20430,金融港-光谷大道106号,当代国际花园,2010年建,190.0,2室2厅,南北向,"当代国际花园精装两房,地铁口,光谷ER小,价格可谈",中层（共34层）,93.0
191,15072,关山-东湖高新技术开发区高新大道8号,迎宾家园,2014年建,138.0,2室2厅,南北向,"光谷火车站旁双地铁口,迎宾家园精装两房 满二税少有钥匙随时看",中层（共11层）,91.56
192,26628,金融港-光谷一路与高新六路交汇处(2号线南延长线佛祖,当代国际城,2016年建,229.0,3室3厅,南向,中南欢乐汇双D铁+民电武昌二环内+天然气+新房无费用,中层（共27层）,86.0
193,15422,民族大道-光谷民族大道888号,锦绣龙城,2009年建,128.0,2室2厅,南向,光谷关山软件园附近成熟社区锦绣龙城精装两房 中高层视野开阔,中层（共24层）,83.0
194,22895,关山-光谷步行街关山大道口,世界城香榭丽舍,2016年建,261.0,3室2厅,南向,世界城香榭丽舍新房直接认购精装交付,中层（共38层）,114.0
195,21296,关山-关山大道与纺织路交汇处(金地格林东郡旁),红枫金座,2018年建,115.0,2室1厅,南北向,光谷关山大道 保利广场旁 小户型住宅 光谷汇景70年总价低,中层（共31层）,54.0
196,13386,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城,2015年建,170.0,3室2厅,南向,满二无税 ! 无税 碧桂园生态城 精装大三房 低于市场15万,低层（共18层）,127.0
197,19118,关山-东湖开发区光谷软件园三路10号,清江山水,2020年建,65.0,1室1厅,南北向,假一赔十软件园清江山水十小 满两年首付三十万以内急售,中层（共11层）,34.0
198,23459,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2010年建,312.0,3室2厅,南北向,"的环境,的楼层,方便的交通,的房诚心出售",高层（共13层）,133.0
199,28208,关山-东湖新技术开发区关山大道349号,光谷新世界,2014年建,299.0,3室2厅,南北向,K11旁+关山大道上+豪华装修+带暖气+全新房+诚心急售,中层（共32层）,106.0
200,20290,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2015年建,280.0,3室2厅,南北向,"枫叶国际学院。韵湖首府旁 中国铁建梧桐苑高楼层,采光好 视野好",高层（共32层）,138.0
201,27143,金融港-光谷大道106号,当代国际花园,2010年建,133.0,2室2厅,南北向,当代国际花园 地-铁-口 真复式 自带暖气 电梯房 双- 诚售,高层（共4层）,49.0
202,15000,民族大道-光谷民族大道888号,锦绣龙城,2012年建,120.0,2室2厅,南北向,锦绣龙城专盘 精装两室 户型方正 满两年 诚心出售 随时看房,中层（共11层）,80.0
203,21196,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2011年建,195.0,2室2厅,南北向,光谷坐标城2室195万元好位置!好房子!,低层（共18层）,92.0
204,25066,光谷-东湖新技术开发区珞瑜东路76号,剑桥春天,2014年建,95.0,1室1厅,南向,"光谷华科剑桥春天立方寓70年产权可公积金,精装",中层（共21层）,37.9
205,26224,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2018年建,378.0,4室2厅,南北向,"gao dang 社区,景观好房,稍纵即逝!",低层（共45层）,144.14
206,19470,关山-光谷软件园三路10号,清江山水二期,2016年建,235.0,3室2厅,南北向,"软件园边清江三期,南北通大三房两卫,随时看房诚心出售,低单价",低层（共33层）,120.7
207,27407,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2015年建,370.0,4室2厅,南北向,"新上房源保利时代改善户型,中间位置,两证两年,有车位",低层（共34层）,135.0
